category_id,thread_id,title,question,author,posted_at
1,693,"cant pass ""Your #nav-bar should always be at the top of the viewport."" and don't know why","index.html<header id=""header""><nav id=""nav-bar"">    <a href=""#header"" class=""nav-link"">Header</a>    <a href=""#header-img"" class=""nav-link"">header-img</a>    <a href=""#p-enis"" class=""nav-link"">p-enis</a>    <p id=""p-enis"">nagyon hasznos paragraph hogy mkdjn a tesztddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd</p>  </nav>  <img id=header-img src=""https://thumbs.dreamstime.com/z/happy-cat-closeup-portrait-funny-smile-cardboard-young-blue-background-102078702.jp"">  <video id=""video"" src=""https://cdn.discordapp.com/attachments/808234262289448980/1065136969719500851/please_.mp4""><form action=""https://www.freecodecamp.com/email-submit"" id=""form""><br>  <input id=""email"" name=""email"" placeholder=""youraddress@gmail.com"" type=""email""><input id=""submit"" type=""submit""></header></form>styles.css#nav-bar {  position: fixed;}any help is much appreciated!",nIghT,2023-01-20 11:24:51+00:00
1,694,help with form,"how would i be able to make a form at the bottom of my page that sends for example a link for example image ect to my email?code so far ignor the values they are just place holders.<fieldset><label><input id=""indoor"" type=""radio"" name=""indoor-outdoor"" value=""indoor""> Indoor</label> <label><input id=""outdoor"" type=""radio"" name=""indoor-outdoor"" value=""outdoor""> Outdoor</label> </fieldset>",Spaceman,2023-01-21 01:44:28+00:00
1,698,Weird border on my images?,not sure what causes this? any ideas on a fix?,timo,2023-01-20 22:15:15+00:00
1,701,Changing colors of specific letters,"i tried doing.darkMode .l1,.darkMode .l3,.darkMode .l5,.darkMode .l7,.darkMode .l9 {  color: rgb(26, 26, 26);}but this didn't work either (modifi)",timo,2023-01-20 16:13:33+00:00
1,705,Div height and width are not working in my code why CSS??,"<!DOCTYPE html><html lang=""en""> <head> <meta charset=""UTF-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title>Picasso Painting</title> <link rel=""stylesheet"" href=""styles.css""> <link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.8.2/css/all.css""> </head> <body> <div id=""back-wall"" class=""back-wall""></div> </body></html>body { background-color: rgb(184, 132, 46);}#back-wall { background-color: #8B4513; width: 100%; height: 60%;}",Deleted User,2023-01-16 06:38:44+00:00
1,706,Overlapping elements,"Hi, I just finished the Survey Form challenge, meeting all the requirements.I am not satisfied with the result since there are 2 elements overlapping and I can't to seem to find a fix for it.In the attached scrrenshot you'll see a dropdown menu for favorite team. underneath it there is a radio input. The p element which shows the text "" Where are you from"" is missing, or rather being put behind the dropdown menu. Code is the following:https://controlc.com/3f09450cI'd appreciate your help in trying to fix this issue. I'm about to lose my mind. (modifi)",Czarindafreeza#069,2023-01-16 18:46:29+00:00
1,710,I don't know why it's not working,"I am an absolute beginner in javascript. I was trying to write a simple javascript program but i don't know why it isn't working .i also tried this too:$(document).ready(function(){  function wait(secs){    const timeis = new Date().getSeconds();    while(true){      const newtime = new Date().getSeconds();      if(newtime >= timeis+secs)        break;    }  }    const classes=['.one','.two','.three','.four'];    for (let i = 0;i<=3;i++){    $(classes[i]).addClass('doit');    wait(2);    $(classes[i]).removeClass('doit');  }  console.log('program end');});(modifi)",theunseen,2023-01-15 13:20:51+00:00
1,711,Left drop-down menu not showing when clicked,So right now I am working on my personal Portofolio projectand I stumbled on problem now the problem is that when I click the icon for the dropdown menu it doesn't show the contents that the menu consistNow I have tried to fix the problem by watching the process part and check maybe I did something wrongbut to no avail .Source to the problemhttps://jcodes0.github.io/drop-down-menu./,iluvflxr,2023-01-08 19:58:57+00:00
1,715,"hello, can anyone explain why new content starts next to the previous, not below?",Congrats~! You are now level 3!!!,CamperChan,2023-01-11 16:55:59+00:00
1,718,can somebody explain?,"Pictures of code are hard to read and cannot be copied into a local IDE for debugging. Please send your actual code or a link to your repository, instead of a picture.",jeremylt (he/they),2023-01-05 00:48:55+00:00
4,495,I need help with my code for my discord bot,"Your indentation level is not correct, as indicated by the error. (modifi)",Naomi,2022-11-17 23:20:32+00:00
1,722,(JS) Effective Tree-like logic help,"I need help on simplifying the logic on the ""tree-like structure"" that I made, a little part of my project.Briefing: the idea is to make a tree like diagram, which contain inactive nodes. Each nodes can be activated with condition(has active node neighbors), except button #1 and #7, the starting points. If there's a node de-activated midway, the rest nodes which are not connected to the sources(#1 / #7) will be de-activated also.Link: https://stackoverflow.com/questions/74896400/jscript-complex-tree-logic-with-more-than-one-rootPlease try on the snippets first to get the gist, Thank you",Luca,2022-12-24 15:03:22+00:00
1,723,explain react to me???,I have been making my way through The certifications and got super stuck at the point where you have to make codes with React components.I use a chrome book and would work in codepen too.What do I have to do to set my docs to use React?programming-help,simch1p,2022-12-07 02:54:12+00:00
1,727,How to make a button appear after a surpassing a certain height,"I have made a replica of the challenge: Technical Documentation. Now i have made a button which when clicked upon, takes the user to the top of the page. But i want that button to appear as soon as the user scrolls down a bit. Im not able to achieve that. How can i do so? Here's the files for the code:",kb,2022-12-17 16:10:09+00:00
1,728,Why does CSS do this?,"When I change margin of <div class=""Ingridienser"" the <div class=""recept-text""> follows alongon the Julrecept page. This shouldn't happen since they are not connected in anyway..this is illustrated through the white border on the site, both divs pop out from the mayor div.Im very new to coding btw so give me tricks and tips and be patient with me plz page: https://greger555.github.io/Julrecept.htmlhmtl: https://github.com/greger555/greger555.github.io/blob/main/Julrecept.htmlcss: https://github.com/greger555/greger555.github.io/blob/main/Mystyle.cssplease help",gregersvartskinn,2022-12-25 21:18:01+00:00
1,732,hello im making an unblocked games website and i need help,"We won't write code for you, but we're happy to help you answer any questions or debug code you have written.",jeremylt (he/they),2022-12-23 16:22:53+00:00
1,733,How do i make a button available after the placeholder has an input to it?,Hello been trying to replicate this exact same feature from instagram. But i haven't got a clue on where to start (modifi),Drujehong,2022-12-21 23:51:05+00:00
1,737,global-Css not responding to background color,Long story short right now I am creating a Portofolio website by following a tutorial from youtubeeverything went smooth until I stumbled into this problem where the global-Css didn't respond to the color that i imported in the background color.PS: I have hosted a website so that it is easy to help with problemhttps://jcodes0.github.io/jcodescreatedawebsite./,iluvflxr,2022-12-17 14:43:05+00:00
1,738,Step64,"https://www.freecodecamp.org/learn/2022/responsive-web-design/learn-html-by-building-a-cat-photo-app/step-64Error:Make the text freeCodeCamp.org into a link by enclosing it in an anchor (a) element. The href attribute should be set to https://www.freecodecamp.org/.My code:<a href=""https://www.freecodecamp.org/"" alt=""freeCodeCamp.org"">No Copyright - freeCodeCamp.org</a>",eden,2022-12-18 14:27:30+00:00
1,742,How to make one of my element stop after reaching a certain Height.,"Hello, so long story short I'm trying to replicate Instagram using HTML and CSS for my own practice and i've stumble upon an error. So in the 1st picture everything looks fine until i shrink the page 2nd Picture The More tab kinda overlaps with everything else. How do i make it stop appearing at a certain height?",Drujehong,2022-12-15 04:36:41+00:00
1,743,Asking for an opinion on this nanodegree,"Hey friends, sorry if this is a little off-topic, but I'm trying to get a scholarship for a frontend nanodegree and I was wondering if you guys could tell me if this programme is worth pursuing, at least judging by its syllabus:",Starbreeze,2022-12-14 19:08:32+00:00
1,747,Content gets rendered behind the navbar.,"I was watching a video on building a responsive navbar using Html and CSS and have a doubt. Why does the content displayed behind my "" position:fixed; "" navbar instead it should be just after navbar.I haven't completed the video yet.",Deleted User,2022-12-15 13:54:55+00:00
1,748,Curious about part of this FCC Exercise (Building a Picasso Painting),"Hi guys. So, I'm pretty new to coding in general, still finding my feet. As I move through the exercises on FCC, one thing I try to watch out for is when I don't understand why a piece of code did what it did. It's correct in the exercise, and I can move on to the next step, but I don't really understand. So I try to figure it out (unless it wastes too much time). After finding this discord I figured I'd see if anyone felt like answering.So in the screenshot you can see my CSS and the preview image. The portion I'm curious about is the white-hat container and it's id selector. As you can see I've moved on to the next step, the code is correct for the exercise. After creating a solid border and editing it, the result is a white triangle near the top of the painting. What I'm puzzling over is what caused it to take the triangular shape. As I look over the code I'm not sure, and I'd like to understand. (modifi)",Brady,2022-12-14 22:21:58+00:00
1,752,Responsive Web Design -Learn HTML Form by Building a Registration Form. Stuck on Step34,I really don't know what I am doing wrong here. (modifi),Nooz,2022-12-13 19:23:59+00:00
1,753,target attribute,Im confused on how im supposed to place this?,justawalltap,2022-12-13 02:38:08+00:00
1,757,Responsive Navbar,How to I close the Navbar after clicking on NavLinks? (in mobile screen)https://codesandbox.io/s/silly-bird-nsi8hw?file=/src/index.js,DHARMESH,2022-12-13 09:26:51+00:00
1,758,Stuck at Tribute Page,I nearly have everything done except for two instructions Your img element should have a display of block and Your #image should have a max-width of 100%. Please help! Ive done those things but it still doesnt work,CitizenOfAsgard,2022-11-16 20:05:00+00:00
1,762,Creating CSS files for multiple pages,Should I create 3 different CSS files for 3 different pages that make my website or should I club them all in 1 file only ?my github website link: https://github.com/kb0207/kb0207.github.io (modifi),kb,2022-12-02 15:38:36+00:00
1,763,Can someone please explain to me what I'm missing here?,I tried changing the code a bit for 2 days but I can't quite see what I need to do. Link : https://github.com/mickeyy670/fcc-projects.git,thornyroses,2022-11-30 14:23:44+00:00
1,815,FCC Post question 31 on [Learn Accessibility by Building a Quiz],Hello developers. I am wanting to know why my code won't work. I did what it asks. I am still trying to google search the forums but no one really has the solved issue there. I also don't know if this is the right place to ask but I am willing to give it a try.,BrianDevCode,2022-09-21 21:03:26+00:00
1,816,Access Path,"Hello @MrPwes!Pictures of code are hard to read and cannot be copied into a local IDE for debugging. Please send your actual code or a link to your repository, instead of a picture.",Tex,2022-09-21 12:09:48+00:00
3,765,having problems with my discord bot,"Hi, it is difficult for people to help you out in this way, next time try to take your time to describe your problem so that people can understand easily what your problem or problems are.",Chrisred83,2023-08-30 19:56:43+00:00
1,767,SVG Component color not changing on hover,"hey folks this is my svg componentimport React from 'react';export const ModerationSVG = () => {    return (        <React.Fragment>            <svg sx={{height: `${height}`, width: `${width}`, color: `${color}`}}>                <path d=""M20 4.512v6.445c0 .401-.148.786-.41 1.07-.264.283-.62.442-.993.442H5.403c-.372 0-.73-.16-.992-.443A1.574 1.574 0 014 10.957V4.512c0-.4.148-.786.41-1.07.264-.283.62-.442.993-.442h13.281c.357.024.692.194.936.475.245.28.38.652.38 1.037z"" fill=""#A6AAAD"" stroke=""currentColor"" strokeWidth=""1.5"" strokeLinecap=""round"" strokeLinejoin=""round"" fillOpacity=""0.16""></path>                <path d=""M10.897 12.47h2.235v7.3c.004.161-.023.322-.078.473a1.21 1.21 0 01-.244.402 1.11 1.11 0 01-.371.267 1.073 1.073 0 01-1.225-.263 1.249 1.249 0 01-.326-.848v-7.3l.01-.032z"" fill=""#A6AAAD"" stroke=""currentColor"" data-stroke=""main"" strokeWidth=""1.5"" strokeLinecap=""round"" strokeLinejoin=""round"" fillOpacity=""0.16""></path>            </svg>        </React.Fragment>    )}and I'm using it like this<div className={styles.commonSettingsContent}><UtilitiesSVG />Dashboard</div>and css used in this component is.commonSettingsContent {    display: flex;    align-items: center;    background: none;    color: grey;    font-family: Arvo, Helvetica, serif;    font-size: 1.6rem;    gap: 1rem;}.commonSettingsContent:hover{    color: white;}but the problem is the color of svg is not changing on hover",Aditya Kirad,2022-10-30 06:05:40+00:00
1,770,What is failing by Google Lighthouse test?,"My score dropped because I'm using deprecated API's, but it's shown as ""..."". When I click the source if goes to the doctype of my website which is simply <!DOCTYPE html>",Deleted User,2022-11-21 00:03:17+00:00
1,774,Anchor tag help!,Hi! I am having trouble with this anchor tag. Can someone please take a look & tell me what I am missing?Thanks!,HelloKittyAlien,2022-10-18 22:25:30+00:00
1,775,Hi guys I need an advice on my incoming frontend developer role,According to the company I will be having coding projects and fixing bugs in code . How do I prepare for this interview? . Thanks,Benedict Baah,2022-11-05 17:31:13+00:00
1,779,Finished FCC's Responsive Web Design course.. Any other sites to help me improve?,"Hi everyone! I'm almost done with the Responsive Web Design course by freeCodeCamp and for the last couple days, I been thinking of other sites or project ideas to test my HTML/CSS knowledge. If anyone has any project ideas or website (free like FCC) that has challenges, please let me know!",Amaris,2022-11-06 16:55:32+00:00
1,782,Need help with the freeCodeCamp's Project (Product Landing page),Hi Devs! I am working on the Product Landing page but there is a problem : ( Failed:Your #nav-bar should always be at the top of the viewport.) I have tried some solutions but they did not work. Waiting for replies... https://codeshare.io/loWrQm (modifi),abrartechie,2022-10-28 04:04:06+00:00
1,786,Need help with a project from github,Good afternoon programmers/Devs I just recently finished a project now the problem is when I uploaded the project I tested it but it didn't respond I don't know what I did wrong I have even checked the type of events.Link to the project https://militantprogrammer.github.io/Malculator/,iluvflxr,2022-10-23 15:44:00+00:00
1,787,want single page effect in the page with scrollbar,"Hey, folks as you can see that in the image I'm having the scrollbar because I have the extra content fitting not in the viewportSo, is this possible that most of the content like navbar, Select A Server remain fixed and user only can see the first three card and the extra card remain hidden and when the user scrolls the first three card gets hidden slowly and the extra card appear with a fade like transitionI think I have to use and library like Framer Motion",Aditya Kirad,2022-10-26 05:04:08+00:00
1,791,Nee help with React tutorial,"import React from 'react'import data from './BoxesData'import {useState} from 'react'export default function Boxes(){  const [squares , setSquares] = useState(data)  const squareElements = squares.map(square => (<div className='box' key={square.id}>HelloWorld</div>))  return(    <div>      {squareElements}     </div>  )}I am having problems with this code . It is compiling but not displaying anything. I need H E L P! ! ! !",vandroid,2022-10-18 10:15:38+00:00
1,792,getting security error in NextJs,"hey folks I'm getting the cross-origin frame error please someone help me to solve it this is my codeexport const InviteWindow = (props: NewWindowProps) => {    const [container, setContainer] = useState<HTMLDivElement | null>(null);    const newWindow = useRef<Window | null>(window);    const router = useRouter()    useEffect(() => {        const div = document.createElement(""div"");        setContainer(div);    }, [])    useEffect(() => {      if(!newWindow){        return;      }            const timer = setInterval(() => {        if(!newWindow) {            timer && clearInterval(timer);            return;        }        const currentUrl = newWindow.current?.location.href;        if(!currentUrl){            return;        }        const searchParams = new URL(currentUrl).searchParams;        const code = searchParams.get(""code"");        if(code) {            newWindow.current?.close()        }      }, 500)      if(container){        newWindow.current = window.open(`${props.url}`, """", ""width=600,height=640,top=100,left=50"");        if(newWindow.current) {            newWindow.current.document.body.appendChild(container);            const curWindow = newWindow.current;            curWindow.addEventListener('unload', () => props.onUnLoad())        }      }    }, [newWindow, container])    return container && createPortal(props.children, container);}I'm using NextJs",Aditya Kirad,2022-10-16 05:01:10+00:00
1,796,How to put stylesheets on html,I don't to put css into html,augschütze,2022-10-12 03:20:23+00:00
1,799,Primary difference between a button and a button with type=submit?,Currently at step 43 of (New) Responsive Web Design and the distinction is unclear to me.,Noxillio,2022-10-06 16:57:28+00:00
1,803,Learn CSS Animation by Building a Ferris Wheel Step 1,"Hi all. I'm having trouble with this lesson: https://www.freecodecamp.org/learn/2022/responsive-web-design/learn-css-animation-by-building-a-ferris-wheel/step-1It keeps telling me that I must have one self-closing link element when I do. I've asked on the forum, and the one person who's tried to help seems as stumped as I am. I also posted in the other channel here, but I didn't know if this forum got more attention, so I'm posting here too. Can you all please take a look and let me know what you think?<!DOCTYPE html><html lang=""en"">  <head>    <meta charset=""utf-8"">    <title>Ferris Wheel</title>    <link rel=""stylesheet"" hreff=""styles.css"">  </head>  <body>      </body></html>",Lanie,2022-10-02 04:49:08+00:00
1,806,Problem with aligning the text inside my navbar,"Hey, I'm trying to make this simple website and right now I'm working on the navbar. In the navbar I also have this logo that I created with font awesome and text, it also has a bigger font size than the other elements in the navbar. The logo for some reason isn't aligning with the other navbar elements. Any help would be greatly appreciated, thank you.",numb,2022-09-30 16:44:34+00:00
1,810,"How to uglify the JS and DOM tree in react app, any idea ?","How to uglify the JS and DOM tree in react app, any idea ?",Siddharth Sahoo,2022-09-26 06:47:04+00:00
1,811,Hello~!,Fancy fancy forum posts!,Naomi,2022-09-14 16:12:44+00:00
1,820,So I'm confused that this works,"Step 10 of the Learn CSS Colors by Building a Set of Colored Markers module asks you to do the following:""Next, within the div, add another div element and give it a class of marker.""I would expect this to look like this:<div class=""container""> <div class=""marker""> </div>or this:<div class=""container""> </div> <div class=""marker""> </div>But no it's this:<div class=""container""> <div class=""marker""> </div> </div>Can anyone explain the need for the double closing tag?",FPS_Scott,2022-09-17 21:15:17+00:00
2,1,CSS Not Showing on HTML Webpage (BlueHost),"I'm working on hosting a webpage for the first time so I can better test and try out different code; my first hurdle is that I don't really understand webhosting at all. For reference, I built an extremely simple HTML Webpage to host at https://kycanlearn.com/ and linked my CSS file into the HTML file using the ""link rel=stylesheet href=""(file name)"" function, and placed it in the same directory folder as the HTML file. As you can see on the webpage, the HTML file is showing how it should, but the CSS is nowhere to be found. I asked the BlueHost chat support and they said they can't help me because it's an issue of third party script causing my CSS to not sync correctly. I am too new at this to understand what this means or how to fix it and Google seems to want me to clear either my cache (which I've done) or BlueHost cache (which I can't figure out how to do). For reference, it all shows up how it should on my VSCode live portal, so I don't think it's a problem with my actual code, though I'll share it (let me know if I need to share more);;<head> <title>Ky Can Learn :: Home</title> <meta charset=""UTF-8""> <meta name=""description"" content=""A learning journey""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <link rel=""stylesheet"" href=""/public_html/styles.css""> </head>I'm not at home right now so I can only do so much, but please tell me if you need anything else from me! I appreciate any insight.",buzzlebee,2025-05-31 20:28:14+00:00
2,2,CSS transition not working,"I am new to transition and trying to work out why transition is not working.hidden{  display: none;  transition: all;}.showing{  display: block;}accordionHeader.forEach(function (header) {    header.addEventListener(""click"", function () {        var section = header;        var title = section.children;        var toggleIcon = title[0].children[1];        if (toggleIcon.classList.contains(""icon-plus"")) {            toggleIcon.classList.replace(""icon-plus"", ""icon-minus"");            section.children[1].classList.replace(""hidden"", ""showing"");        }        else {            toggleIcon.classList.replace(""icon-minus"", ""icon-plus"");            section.children[1].classList.replace(""showing"", ""hidden"");        }    });});Am i using it right?",localhost,2025-05-28 13:16:44+00:00
2,4,HELP in my MERN app,Migration In Progress: EJS  ReactWe're currently transitioning the frontend from EJS templates to a modern React.js application. Done so far:Backend API routes are workingMongoDB models and image upload system is functionalLogin page built in React (under testing) We need help with:Migrating all EJS pages to React componentsConnecting React with Express APIsHandling routing (React Router)Managing user sessions/token-based authhttps://github.com/Mohammed-Altaf808/bookapp,khan,2025-05-27 11:51:54+00:00
2,5,Thoughts On Sass,"I am exploring CSS frameworks and libraries like Boostrap, Sass, and Tailwind in that order.I thought Boostrap would be shallow and simple for a framework about built in classes but Sass just takes it even further to an even weirder place in a mixed wayIt has functions, if-else statements, for loops, while loops, the forEach method, import statements, even an increment operator for a CSS extension.What are your thoughts on Sass and would that make it better or worse based on what I said? (modifi)",Tumbo,2025-05-23 22:40:17+00:00
2,9,Changing careers,"Hello! My name is Simon I'm a web developer but I've been working as an email developer for 3 years (turning 4 this years)I had to accept the email developer full time role job because we were in 2021 and I'm from venezuela so it's either take that job or die. At the beginning of my job I saw people come and go as programmers because they either get fired (they couldn't keep up with the client) or they moved to a different kind of IT field.This week my company told us we should save money due to a possible chain effect from our US clients and to save money, that made me think a lot about the possibility to move from email developing to something more juicy and that pays better.Before I became an email developer in 2021 I was doing web developing as freelancer, among any other web coding feature like wordpress, etc. But it never paid that well.So, Simon why did you stay with the company where you're working now as an email developer? To be frank, they pay really well, I highlighted among my coworkers, I was always early and always there (don't take me wrong I never worked past 8 or 9 hours, only when it's needed and that's been only a few times not that many)... So keep in mind, the salary.I used to work with laravel and wordpress (back in 2020) but I feel so out of game now since I haven't developed a website bymyself from scratch in a long time.What can I do or can I learn to boost my career?",Simon,2025-05-25 16:22:44+00:00
2,10,what learning platform is better?,guys what platform do you recommend for taking courses? I'm taking the front end web developer by IBM on Coursera but i heard that Udemy is better freecodecamp-content,griffith,2025-04-28 05:17:34+00:00
2,14,Inserting a background-image from my computer on a freeCodeCamp certification project,"In order to use a picture on a website, the image needs to be hosted online somewhere",jeremylt (he/they),2025-05-19 15:15:01+00:00
2,15,Flight Search Application,"Hello everyone. I'm currently working on a Flight Search Application for school and having a few issues with the API connecting to my application and running tests to ensure the registration of usernames and passwords or collected and verified within the XML file. The application currently runs on Spring Boot in VS code. Below is the link to my Github repository and the two issues listed. Any help is appreciated. If you are familiary with APIs, I can also provide that information. Thank You!-Chris https://github.com/devpro012888/flightsearchapplication",Christopher White,2025-05-10 00:28:20+00:00
2,19,Hamburger Animation Not Running Properly (Please see GitHub Link to code),"Could suggest where I can get help to figure out what is wrong with my html css (hamburger menu). Being able to integrate the animations with JS have been perplexing. Did several tutorial videos, even built my own isolated examples, but still hard to pinpoint issue on my main website page that I am designing. GitHub to link to code is attached. Thanks in advance!Note: Files to examine in the src folder are Interp_Page.html / Interp_Page.css / engine.js https://github.com/MicheleDS79/Intpereter-Page/tree/master/src",Mike,2025-05-07 00:26:41+00:00
2,20,HTML Inserting a Hamburger Menu in the proper position?,"Hey @Mike, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2025-05-06 15:26:43+00:00
2,24,My code is doing what its required too but its not working,"Hey @Monkey, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2025-05-03 17:41:21+00:00
2,25,Im stuck at building my library,"Hey everyone,I'm building a multi-microservice project and currently working on a library for one of the services. Its purpose is to extract direct MP4 links (like CDN streaming links) from various platforms.Right now I'm stuck on Instagram  I can't find the correct tag or structure to extract the direct video link via simple HTTP requests.Important restrictions:No browser emulators (e.g., chromedp, puppeteer, etc.)No third-party downloaders (e.g., yt-dlp)Only pure HTTP requests  hardcore style (though interesting approaches are welcome).Is this a good topic to post here? And maybe someone can share hints or directions on how to approach Instagram specifically?Thanks in advance!",Gloucoma91Flocc,2025-04-27 22:45:39+00:00
2,29,List item first and last not working as expected,"Following is my code github code and live site, the issue I am having is that I only want first and last li to have border-radius and everything in between should not have border-radius the following is my codeul li.items:not(:first-child){    margin:0 15px;    border-radius: 0;}ul li.items:last-child{    margin:15px 15px 0;    border-top-left-radius: 0;    border-top-right-radius: 0;}https://vanila-js-to-do-app.netlify.app/how to runadd a item in the input field, hit enter,the entered item will now be in a list,Repeating the same processhttps://github.com/mahassan/todo-app@ilenia (they/them) this is the problem.",localhost,2025-05-09 09:54:08+00:00
2,32,Certified Full Stack Developer Curriculum - CSS - design a blog post card,"My code keeps failing because there isn't a hover effect on my read-more class, but I've included one. link to code: https://gist.github.com/HamzaM05/02b74cf6d4485e1e902f092c3a1f2033link to lab: https://www.freecodecamp.org/learn/full-stack-developer/lab-blog-post-card/lab-blog-post-cardconsol returning: ""13. Your .read-more element should have a hover effect.""",hambrony,2025-04-22 17:26:46+00:00
2,33,Cant pass building a job application,I've been going crazy trying to figure this out I can't seem to pass step 15 I've looked on forums and google trying to find the answer please help,djcharliedeville,2025-04-19 18:50:36+00:00
2,37,Business Card Lab,"failing because ""The links of the page should have no underline by default.""Initially I had the css code:a:link { text-decoration:none;}I've added the Pseudo classes to ensure I covered all basis. Its still not working no idea why.console error states ""7. The links of the page should have no underline by default.""here is the link to my raw code using the gist link: https://gist.github.com/HamzaM05/4b41a2179e69e38949dbe87a115ad1bc",hambrony,2025-04-16 16:33:04+00:00
2,38,Bussiness card problem,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title>Business card</title> <link rel=""stylesheet"" href=""style.css""></head><body> <div class=""business-card""> <img src=""https://cdn.freecodecamp.org/curriculum/labs/flower.jpg"" alt=""sunflower with a white background"" class=""profile-image""> <div class=""full-name"">Nikolaj Kalinin</div> <div class=""designation"">Full-stack developer</div> <div class=""company""><a href=""https://niky.dev"">Click to see</a></div> <hr> <p> Mail: <a href=""mailto:myemail@gmail.com"">myemail@gmail.com(not real)</a> </p> <p> Phone: <a href=""tel:+421123456789"">+421123456789</a> </p> <a href=""https://niky.dev/Niky.html"">Portfolio</a> <hr> <div class=""social-media""> <h2>Contact with me</h2> <a href="""">Twitter</a> <a href="""">LinkedIn</a> <a href="""">GitHub</a> </div> </div></body></html>Inside the .business-card element, after the img element, there should be a p element with the class full-name.,Failed: 21. After the full-name p element, there should be a p element with the class designation.Failed: 22. After the designation p element, there should be a p element with the class company.",Nikolaj - Nick,2025-04-07 15:53:44+00:00
2,42,Resume question,Hey everyone I have been making a static website with my college seniors and classmate for a foundation by the order of my department head I want to ask since I am contributing into this project can I use this to add in Cv/resume while applying for internship ? since it is a static website I want to knowThe image is just a sample of 1 I have to make similar pages for more 25 plants let me know what I should do :D,Alone,2025-03-30 09:26:52+00:00
2,46,Project help,"https://www.youtube.com/watch?v=a_iQb1lnAEQ&list=PLWKjhJtqVAbnSe1qUNMG7AbPmjIG54u88&index=3&t=15423sSo I want to do the project at the end of the video, presenting my city, but...I can't do it, I'll send the code.",Icarus,2025-03-27 10:37:05+00:00
2,50,unable to see image in background,"Hey @Alone, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2025-03-21 18:49:55+00:00
2,51,Quiz Step 48 (top: 0; doubt),"I'm currently understanding ""Learn Accesibility by Building a Quiz"" but in step 48, this top: 0; throws me off so hard like why is it used here? It may make sense if it has a position",HemanthTG,2025-03-20 16:46:21+00:00
2,55,Tribute Page Certificate Project Issue,"I encountered a problem with the image width in the tribute project. Initially, I set the image max-width to 80% and ran the test, but as you can see, it didn't meet the criteria in question 17. After changing the max-width to 100%, question 17 passed, but question 19 failed instead. In conclusion, setting the max-width to 80% causes question 17 to fail, while setting it to 100% causes question 19 to fail. Please (modifi)",KAWPHUNMAN,2025-03-14 16:26:00+00:00
2,59,"CSS-Sky Line , Blocked at Step112","totally correct code ,but meaningless test result . pls help me .",Blake_xiaohui,2025-03-14 12:07:25+00:00
2,63,Need Assistance for my data selector for my Nutrition Tracker.,"Hello, I'm having issues with the date selector in my project. Currently, I created a date selector that goes to the previous and the next date. It goes from date to date like I wanted, but it's not exactly where I want to be. The issue I am having is that the food log does not align with the date. For example, the log should work how your notebook paper works in a notebook, One page is filled with writing, and another page, has different writing. That's how I want my log to look. It's going date form the date, but the tracker itself is not changing and I have no idea how to fix that. This is an example of how I want the trackers to work:https://imgur.com/a/63iFCsSIn this example, it shows two different trackers for two different days. How can I do this for my code? If anyone can help me, that would be great. Here is my GitHub link for this project. https://github.com/Aaliyah1225/Thesis_Statement",Science,2025-03-12 19:51:58+00:00
2,64,Newbie looking for guidance.,"Hi everyone!Im completely new to coding (literally starting from zero!) and want to dive into blockchain development. After some research, Python seems like a great first programming language to learn, and Ive heard FreeCodeCamp is an excellent free resource. Id love some advice on how to structure my learning journey. My goals are to learn Python fundamentals thoroughly, learn version control, study data structures, and lastly learn smart contracts. Also if there are FreeCodeCamp projects I can look forward to on my journey I'm open to suggestions. Im eager to start but want to make sure Im on the right track. Thanks in advance for your wisdom!",Yonton,2025-03-08 02:37:38+00:00
2,68,weird shift and zoom of page when inspecting it,"Hey folks can anyone check this code out https://stackblitz.com/edit/vitejs-vite-pcp8adlj?file=src%2FApp.tsxwhen I inspect the page there is weird shift and zoom in the page, I have attached image of page with and without inspecting it, I have also attached image of X homepage with and without inspecting it in case if you think this might be the 50% scale I'm using when inspecting the page",Aditya Kirad,2025-02-24 12:14:32+00:00
2,75,Build a Personal Portfolio Webpage help,you can put placeholders in there,ilenia (they/them),2025-01-26 15:21:40+00:00
2,76,CSS Pseudoclass help,"Hi guys, I need some help, this should be pretty easy but I can't get it to work I am doing CSS on fre code camp attached in the photo you can see the insteructions and this is my code.input:focus, textarea:focus { border-color: #4CAF50;  outline: none; }I just can't seem to get it to accept it, I'm not sure at all what is wrong, I asked chatGPT, gemini, all agree my code should work. What am I missing?",R4DN4S,2025-01-23 14:16:50+00:00
