author,questions_posted,first_question,answers_posted,first_answer,join_date,total_posts,is_bot
@darkvader,0,,5,2024-11-13 15:07:13+00:00,2024-11-13 15:07:13+00:00,5,False
@davide_ravasi,0,,1,2024-02-22 09:14:06+00:00,2024-02-22 09:14:06+00:00,1,False
@deathgamer...,0,,5,2023-02-12 03:47:21+00:00,2023-02-12 03:47:21+00:00,5,False
@devasya,0,,14,2024-08-01 13:32:45+00:00,2024-08-01 13:32:45+00:00,14,False
@dharnny$50trillion,0,,3,2024-03-04 14:01:17+00:00,2024-03-04 14:01:17+00:00,3,False
@djcharliedeville,0,,6,2025-04-19 19:00:53+00:00,2025-04-19 19:00:53+00:00,6,False
@ecniiiv,0,,4,2023-10-24 11:22:57+00:00,2023-10-24 11:22:57+00:00,4,False
@eden,0,,2,2022-12-18 15:08:26+00:00,2022-12-18 15:08:26+00:00,2,False
@eusebieDev,0,,2,2024-04-16 15:25:37+00:00,2024-04-16 15:25:37+00:00,2,False
@filus,0,,2,2024-09-11 00:13:46+00:00,2024-09-11 00:13:46+00:00,2,False
@fionn,0,,12,2024-03-27 12:01:30+00:00,2024-03-27 12:01:30+00:00,12,False
@geeky_soul_86,0,,1,2024-09-20 15:33:04+00:00,2024-09-20 15:33:04+00:00,1,False
@gregWDumont,0,,1,2023-02-03 08:50:36+00:00,2023-02-03 08:50:36+00:00,1,False
@gregersvartskinn,0,,4,2022-12-27 14:45:05+00:00,2022-12-27 14:45:05+00:00,4,False
@grindersDev,0,,3,2024-09-28 12:55:23+00:00,2024-09-28 12:55:23+00:00,3,False
@gurt,0,,2,2024-10-17 14:43:24+00:00,2024-10-17 14:43:24+00:00,2,False
@hahaha,0,,4,2024-11-07 15:25:45+00:00,2024-11-07 15:25:45+00:00,4,False
@hambrony,0,,2,2025-04-08 17:12:18+00:00,2025-04-08 17:12:18+00:00,2,False
@hana,0,,68,2022-11-03 15:42:33+00:00,2022-11-03 15:42:33+00:00,68,False
@huyenltnguyen,0,,4,2023-12-26 19:42:28+00:00,2023-12-26 19:42:28+00:00,4,False
@icecub,0,,3,2023-01-01 20:28:52+00:00,2023-01-01 20:28:52+00:00,3,False
@ilenia (they/them),0,,68,2022-10-19 01:40:14+00:00,2022-10-19 01:40:14+00:00,68,False
@inalelub,0,,6,2023-12-27 19:33:47+00:00,2023-12-27 19:33:47+00:00,6,False
@jeremylt (he/they),0,,113,2023-04-01 16:40:05+00:00,2023-04-01 16:40:05+00:00,113,False
@jimjam,0,,14,2024-01-21 13:54:11+00:00,2024-01-21 13:54:11+00:00,14,False
@jluboff,0,,6,2022-09-14 16:17:54+00:00,2022-09-14 16:17:54+00:00,6,False
@johnny  the fifth,0,,17,2023-03-07 18:47:53+00:00,2023-03-07 18:47:53+00:00,17,False
@jun,0,,3,2024-01-05 16:25:11+00:00,2024-01-05 16:25:11+00:00,3,False
@k. gizzla,0,,8,2024-09-13 19:03:26+00:00,2024-09-13 19:03:26+00:00,8,False
@k3rnlp4n1c,0,,8,2024-01-07 08:09:21+00:00,2024-01-07 08:09:21+00:00,8,False
@kC,0,,1,2025-02-18 14:39:15+00:00,2025-02-18 14:39:15+00:00,1,False
@khan,0,,6,2025-05-27 11:51:55+00:00,2025-05-27 11:51:55+00:00,6,False
@khushi baloch,0,,1,2025-05-20 14:49:45+00:00,2025-05-20 14:49:45+00:00,1,False
@knight,0,,2,2023-11-15 10:50:33+00:00,2023-11-15 10:50:33+00:00,2,False
@knightofchapra,0,,1,2024-09-27 06:02:57+00:00,2024-09-27 06:02:57+00:00,1,False
@laurentaylor2433,0,,2,2023-01-31 02:25:52+00:00,2023-01-31 02:25:52+00:00,2,False
@leNatto,0,,1,2024-01-07 23:04:46+00:00,2024-01-07 23:04:46+00:00,1,False
@legorat,0,,4,2025-05-29 16:11:09+00:00,2025-05-29 16:11:09+00:00,4,False
@liam.gower,0,,7,2024-05-04 20:56:44+00:00,2024-05-04 20:56:44+00:00,7,False
@localhost,0,,69,2024-01-23 13:11:46+00:00,2024-01-23 13:11:46+00:00,69,False
@lokimoya,0,,10,2024-08-08 13:00:13+00:00,2024-08-08 13:00:13+00:00,10,False
@mace,0,,1,2023-01-24 17:15:43+00:00,2023-01-24 17:15:43+00:00,1,False
@manuel,0,,3,2024-02-27 12:07:27+00:00,2024-02-27 12:07:27+00:00,3,False
@mathangig.,0,,1,2024-04-03 18:06:31+00:00,2024-04-03 18:06:31+00:00,1,False
@maxen,0,,2,2024-03-11 08:04:05+00:00,2024-03-11 08:04:05+00:00,2,False
@mevcotir,0,,1,2023-02-07 06:52:53+00:00,2023-02-07 06:52:53+00:00,1,False
@mfaathirarsa,0,,4,2024-10-04 10:23:10+00:00,2024-10-04 10:23:10+00:00,4,False
@mikev,0,,2,2023-03-16 23:46:26+00:00,2023-03-16 23:46:26+00:00,2,False
@monz,0,,4,2023-08-21 20:33:18+00:00,2023-08-21 20:33:18+00:00,4,False
@mr-kumar,0,,1,2024-04-14 17:27:14+00:00,2024-04-14 17:27:14+00:00,1,False
@mvetom,0,,1,2023-12-26 00:32:27+00:00,2023-12-26 00:32:27+00:00,1,False
@n4pZ,0,,1,2024-09-15 10:16:15+00:00,2024-09-15 10:16:15+00:00,1,False
@nIghT,0,,4,2023-01-20 14:39:20+00:00,2023-01-20 14:39:20+00:00,4,False
@nikameush,0,,1,2022-12-31 07:44:03+00:00,2022-12-31 07:44:03+00:00,1,False
@no,0,,4,2023-03-30 15:02:36+00:00,2023-03-30 15:02:36+00:00,4,False
@pirgoldenflab,0,,8,2024-03-05 18:19:00+00:00,2024-03-05 18:19:00+00:00,8,False
@plamoni,0,,184,2022-12-15 05:37:48+00:00,2022-12-15 05:37:48+00:00,184,False
@popo the clown 🤡,0,,1,2025-03-03 22:05:31+00:00,2025-03-03 22:05:31+00:00,1,False
@pragmaticM678,0,,10,2024-02-21 12:32:20+00:00,2024-02-21 12:32:20+00:00,10,False
@prolefeed_me,0,,1,2023-10-13 06:01:44+00:00,2023-10-13 06:01:44+00:00,1,False
@punitdave,0,,6,2025-05-01 16:13:47+00:00,2025-05-01 16:13:47+00:00,6,False
@raFFe,0,,2,2023-02-04 17:59:57+00:00,2023-02-04 17:59:57+00:00,2,False
@rapraider,0,,1,2024-05-04 22:17:18+00:00,2024-05-04 22:17:18+00:00,1,False
@reel0green,0,,2,2023-03-06 13:35:10+00:00,2023-03-06 13:35:10+00:00,2,False
@rhlzd_,0,,2,2023-05-05 13:50:31+00:00,2023-05-05 13:50:31+00:00,2,False
@rippledwater,0,,2,2023-09-15 02:14:59+00:00,2023-09-15 02:14:59+00:00,2,False
@rishbish,0,,1,2023-11-16 16:52:28+00:00,2023-11-16 16:52:28+00:00,1,False
@rivers07_,0,,1,2024-12-20 13:53:15+00:00,2024-12-20 13:53:15+00:00,1,False
@rlax,0,,1,2023-05-01 18:59:51+00:00,2023-05-01 18:59:51+00:00,1,False
@rmnpch,0,,5,2023-04-27 13:59:11+00:00,2023-04-27 13:59:11+00:00,5,False
@rustamdocstranslator,0,,1,2023-02-08 12:27:35+00:00,2023-02-08 12:27:35+00:00,1,False
@sazk,0,,10,2023-05-16 09:27:19+00:00,2023-05-16 09:27:19+00:00,10,False
@scanteo,0,,1,2025-01-09 20:40:56+00:00,2025-01-09 20:40:56+00:00,1,False
@secondarymonitor (Amin),0,,2,2023-02-05 21:43:22+00:00,2023-02-05 21:43:22+00:00,2,False
@shanky,0,,2,2023-12-02 15:51:27+00:00,2023-12-02 15:51:27+00:00,2,False
@shiju,0,,1,2025-05-20 16:03:58+00:00,2025-05-20 16:03:58+00:00,1,False
@shoeler,0,,1,2024-02-18 18:20:39+00:00,2024-02-18 18:20:39+00:00,1,False
@sojourner318,0,,5,2024-09-17 14:30:19+00:00,2024-09-17 14:30:19+00:00,5,False
@starasaurus,0,,12,2023-07-22 16:37:42+00:00,2023-07-22 16:37:42+00:00,12,False
@tgrtim,0,,17,2023-08-29 05:33:44+00:00,2023-08-29 05:33:44+00:00,17,False
@theSeek3r,0,,2,2023-03-08 22:35:55+00:00,2023-03-08 22:35:55+00:00,2,False
@theunseen,0,,6,2023-01-15 13:35:40+00:00,2023-01-15 13:35:40+00:00,6,False
@thornyroses,0,,2,2022-11-30 15:39:05+00:00,2022-11-30 15:39:05+00:00,2,False
@timo,0,,2,2023-01-20 19:19:26+00:00,2023-01-20 19:19:26+00:00,2,False
@tobyPlaysTheUke,0,,4,2023-02-05 21:25:51+00:00,2023-02-05 21:25:51+00:00,4,False
@trickthevick,0,,1,2023-01-30 13:28:00+00:00,2023-01-30 13:28:00+00:00,1,False
@unicorn,0,,1,2023-04-04 17:55:30+00:00,2023-04-04 17:55:30+00:00,1,False
@weemarb,0,,1,2025-03-24 01:44:53+00:00,2025-03-24 01:44:53+00:00,1,False
@xoxo,0,,12,2024-08-07 13:47:25+00:00,2024-08-07 13:47:25+00:00,12,False
@zohra64,0,,1,2023-01-02 18:37:31+00:00,2023-01-02 18:37:31+00:00,1,False
@~/ Cultured Man,0,,1,2024-03-04 19:49:28+00:00,2024-03-04 19:49:28+00:00,1,False
@ωιηтєяѕιѕтα,0,,1,2024-03-28 16:11:29+00:00,2024-03-28 16:11:29+00:00,1,False
@ުbްuާlާhްaްa,0,,22,2024-03-27 12:30:30+00:00,2024-03-27 12:30:30+00:00,22,False
@ᗩᒪᓰ_,0,,1,2024-08-12 22:56:01+00:00,2024-08-12 22:56:01+00:00,1,False
@᲼,0,,6,2025-01-14 15:46:36+00:00,2025-01-14 15:46:36+00:00,6,False
@♠ ℤ𝕖𝕗𝕦𝕝𝕚 ♥,0,,3,2024-01-14 20:22:51+00:00,2024-01-14 20:22:51+00:00,3,False
@〘アズ国〙アキラ,0,,4,2023-04-10 13:31:42+00:00,2023-04-10 13:31:42+00:00,4,False
@アスラ,0,,12,2023-01-19 16:51:54+00:00,2023-01-19 16:51:54+00:00,12,False
@𝐵𝑒𝓁𝓁𝒶 𝓈𝒾𝑔𝓃𝑜𝓇𝒶,0,,2,2024-05-08 01:30:41+00:00,2024-05-08 01:30:41+00:00,2,False
@𝔗𝔞𝔩𝔦𝔡𝔞𝔑𝔦,0,,5,2024-10-16 09:12:21+00:00,2024-10-16 09:12:21+00:00,5,False
@🐰emilie🧬,0,,1,2024-08-22 02:56:02+00:00,2024-08-22 02:56:02+00:00,1,False
@💀ʟɨʄɛ ɨֆ աօʀֆɛ💀,0,,4,2022-09-16 15:10:46+00:00,2022-09-16 15:10:46+00:00,4,False
@🩸Kyros🩸,0,,2,2025-01-19 18:00:18+00:00,2025-01-19 18:00:18+00:00,2,False
ABD,1,2023-11-16 09:30:12+00:00,2,2023-11-16 09:31:34+00:00,2023-11-16 09:30:12+00:00,3,False
AI Takudzwa🌐🔆,1,2024-02-28 20:59:55+00:00,0,,2024-02-28 20:59:55+00:00,1,False
AJ Goh,2,2023-07-18 11:36:21+00:00,4,2023-07-18 11:36:24+00:00,2023-07-18 11:36:21+00:00,6,False
AYEREID,1,2024-02-08 03:39:27+00:00,6,2024-02-08 04:04:32+00:00,2024-02-08 03:39:27+00:00,7,False
Aaqib Javaid,1,2024-03-12 12:49:04+00:00,5,2024-03-15 14:52:07+00:00,2024-03-12 12:49:04+00:00,6,False
AbdullahSmithJonesMuhammed,2,2023-04-20 17:59:19+00:00,0,,2023-04-20 17:59:19+00:00,2,False
Abigail,2,2023-10-18 13:56:02+00:00,2,2023-10-18 18:16:33+00:00,2023-10-18 13:56:02+00:00,4,False
Absolute,1,2023-03-04 23:09:45+00:00,0,,2023-03-04 23:09:45+00:00,1,False
Adem,1,2024-10-29 20:14:20+00:00,0,,2024-10-29 20:14:20+00:00,1,False
Aditya,1,2024-05-02 04:15:00+00:00,1,2024-05-02 06:50:00+00:00,2024-05-02 04:15:00+00:00,2,False
Aditya Bisht | Dev,1,2022-11-13 18:36:41+00:00,0,,2022-11-13 18:36:41+00:00,1,False
Aditya Kirad,11,2022-10-16 05:01:10+00:00,1,2022-10-16 05:03:38+00:00,2022-10-16 05:01:10+00:00,12,False
AfsarHussain|India,1,2025-01-20 02:26:42+00:00,1,2025-01-21 16:58:57+00:00,2025-01-20 02:26:42+00:00,2,False
Ainste,1,2023-04-30 15:27:25+00:00,2,2023-04-30 15:27:48+00:00,2023-04-30 15:27:25+00:00,3,False
Aissa,0,,12,2023-12-15 22:42:31+00:00,2023-12-15 22:42:31+00:00,12,False
Akansha 🌸,1,2024-01-12 18:07:04+00:00,7,2024-01-12 18:08:45+00:00,2024-01-12 18:07:04+00:00,8,False
Akhlaq Mehar,1,2024-07-26 07:52:36+00:00,0,,2024-07-26 07:52:36+00:00,1,False
AkumaRift,0,,8,2024-01-24 14:03:38+00:00,2024-01-24 14:03:38+00:00,8,False
Aldhan - アルダさん,1,2023-04-21 03:06:44+00:00,2,2023-04-21 03:09:14+00:00,2023-04-21 03:06:44+00:00,3,False
AlexEveryGuy,1,2024-08-31 06:47:16+00:00,3,2024-08-31 14:41:56+00:00,2024-08-31 06:47:16+00:00,4,False
Alexander Alzate,0,,3,2024-01-22 10:13:05+00:00,2024-01-22 10:13:05+00:00,3,False
Alfio,1,2023-06-01 23:25:25+00:00,0,,2023-06-01 23:25:25+00:00,1,False
Alfredo,2,2024-05-12 17:29:55+00:00,2,2024-05-12 18:18:28+00:00,2024-05-12 17:29:55+00:00,4,False
Alone,4,2024-12-29 12:05:11+00:00,5,2024-12-29 18:18:31+00:00,2024-12-29 12:05:11+00:00,9,False
Alpox,0,,41,2022-12-13 09:38:44+00:00,2022-12-13 09:38:44+00:00,41,False
Alucard Belmont,4,2023-01-08 18:30:37+00:00,23,2023-01-08 18:39:10+00:00,2023-01-08 18:30:37+00:00,27,False
Amal Jarelafia,0,,2,2022-09-26 06:51:08+00:00,2022-09-26 06:51:08+00:00,2,False
Amaris,2,2022-11-06 16:55:32+00:00,0,,2022-11-06 16:55:32+00:00,2,False
Amo,1,2023-09-14 17:48:27+00:00,0,,2023-09-14 17:48:27+00:00,1,False
Anakin Skywalker,0,,1,2022-12-08 20:51:15+00:00,2022-12-08 20:51:15+00:00,1,False
André,1,2024-01-09 20:06:54+00:00,7,2024-01-09 20:08:09+00:00,2024-01-09 20:06:54+00:00,8,False
Ankit Rastogi,1,2024-01-16 05:33:53+00:00,2,2024-01-16 05:34:10+00:00,2024-01-16 05:33:53+00:00,3,False
Annup,0,,9,2023-07-22 19:01:12+00:00,2023-07-22 19:01:12+00:00,9,False
Anurag Gupta,1,2024-01-20 13:54:07+00:00,0,,2024-01-20 13:54:07+00:00,1,False
Anwita,1,2024-07-11 16:18:05+00:00,0,,2024-07-11 16:18:05+00:00,1,False
Ar _Prafful_,0,,2,2024-01-23 16:05:07+00:00,2024-01-23 16:05:07+00:00,2,False
ArielLeslie,0,,2,2022-11-09 16:56:44+00:00,2022-11-09 16:56:44+00:00,2,False
Artxluu(class 15),1,2024-02-16 23:14:01+00:00,1,2024-02-21 03:10:13+00:00,2024-02-16 23:14:01+00:00,2,False
Ashok Baldaniya,0,,1,2023-09-08 06:47:49+00:00,2023-09-08 06:47:49+00:00,1,False
Asje2005#55,4,2024-09-20 14:19:21+00:00,26,2023-08-24 16:09:49+00:00,2023-08-24 16:09:49+00:00,30,False
Average_Joe,3,2024-04-15 03:39:32+00:00,22,2024-04-15 03:48:02+00:00,2024-04-15 03:39:32+00:00,25,False
Aytac,3,2024-04-30 17:50:58+00:00,6,2024-04-30 22:38:59+00:00,2024-04-30 17:50:58+00:00,9,False
Ayush Goyal,1,2024-08-12 07:52:45+00:00,0,,2024-08-12 07:52:45+00:00,1,False
AzamKhan,1,2023-05-28 15:14:30+00:00,2,2023-05-28 15:14:39+00:00,2023-05-28 15:14:30+00:00,3,False
B,0,,1,2024-07-27 13:43:15+00:00,2024-07-27 13:43:15+00:00,1,False
B-Rat,1,2023-02-14 13:51:41+00:00,3,2023-02-14 13:53:04+00:00,2023-02-14 13:51:41+00:00,4,False
Basharath,0,,4,2022-11-09 13:51:56+00:00,2022-11-09 13:51:56+00:00,4,False
Be Claire,1,2023-10-12 05:20:44+00:00,0,,2023-10-12 05:20:44+00:00,1,False
Benedict Baah,2,2022-11-05 17:31:13+00:00,2,2022-11-10 10:34:40+00:00,2022-11-05 17:31:13+00:00,4,False
Bibarta K. Sarkar,1,2024-03-30 12:50:55+00:00,2,2024-03-30 16:01:52+00:00,2024-03-30 12:50:55+00:00,3,False
Bilalexander 'The Great',1,2023-01-09 18:40:17+00:00,1,2023-01-11 11:12:05+00:00,2023-01-09 18:40:17+00:00,2,False
Biruk,0,,1,2024-05-22 03:59:38+00:00,2024-05-22 03:59:38+00:00,1,False
Blackmask.frances,0,,1,2025-03-31 12:31:34+00:00,2025-03-31 12:31:34+00:00,1,False
Blake_xiaohui,3,2025-03-10 02:50:33+00:00,8,2025-03-10 02:59:08+00:00,2025-03-10 02:50:33+00:00,11,False
Blu,1,2024-04-18 18:05:11+00:00,9,2024-04-18 18:22:40+00:00,2024-04-18 18:05:11+00:00,10,False
Blush2.0,4,2024-05-06 19:00:57+00:00,4,2024-05-06 19:51:35+00:00,2024-05-06 19:00:57+00:00,8,False
BobbieMcDylan,1,2023-08-20 22:29:34+00:00,0,,2023-08-20 22:29:34+00:00,1,False
Bourinio,2,2023-11-06 08:35:10+00:00,0,,2023-11-06 08:35:10+00:00,2,False
Brady,5,2022-12-14 22:21:58+00:00,3,2023-04-16 17:32:07+00:00,2022-12-14 22:21:58+00:00,8,False
Brian,1,2023-08-27 01:48:05+00:00,0,,2023-08-27 01:48:05+00:00,1,False
BrianDevCode,1,2022-09-21 21:03:26+00:00,7,2022-09-21 21:03:51+00:00,2022-09-21 21:03:26+00:00,8,False
Bubble Goose,2,2023-07-18 15:33:00+00:00,4,2023-07-18 15:33:11+00:00,2023-07-18 15:33:00+00:00,6,False
Bummsmade,2,2024-05-02 06:55:09+00:00,8,2024-05-02 07:19:34+00:00,2024-05-02 06:55:09+00:00,10,False
Caius,0,,1,2024-01-02 10:55:10+00:00,2024-01-02 10:55:10+00:00,1,False
CamperChan,44,2023-01-11 16:55:59+00:00,41,2022-09-16 15:37:38+00:00,2022-09-16 15:37:38+00:00,85,False
CapslockHero,0,,17,2024-04-20 21:01:35+00:00,2024-04-20 21:01:35+00:00,17,False
Carllockett3,1,2024-10-07 01:34:02+00:00,1,2024-10-07 13:27:58+00:00,2024-10-07 01:34:02+00:00,2,False
Carlos,0,,2,2024-11-21 02:07:25+00:00,2024-11-21 02:07:25+00:00,2,False
Carson,1,2023-05-19 19:28:09+00:00,0,,2023-05-19 19:28:09+00:00,1,False
Chanchan Man,0,,2,2023-02-02 07:21:36+00:00,2023-02-02 07:21:36+00:00,2,False
Chanzy,1,2024-12-24 13:40:14+00:00,3,2024-12-24 13:42:25+00:00,2024-12-24 13:40:14+00:00,4,False
Charlieeee,2,2024-07-11 00:47:00+00:00,12,2024-07-11 00:10:27+00:00,2024-07-11 00:10:27+00:00,14,False
Chidera Humphrey,0,,1,2024-06-25 20:27:55+00:00,2024-06-25 20:27:55+00:00,1,False
Chippendale,2,2024-11-12 07:12:29+00:00,16,2024-11-11 03:29:15+00:00,2024-11-11 03:29:15+00:00,18,False
Chirag,1,2023-11-29 12:15:11+00:00,0,,2023-11-29 12:15:11+00:00,1,False
Choo♚𝕂𝕚𝕟𝕘,0,,12,2023-08-30 17:04:49+00:00,2023-08-30 17:04:49+00:00,12,False
Chris,0,,2,2023-12-27 01:54:38+00:00,2023-12-27 01:54:38+00:00,2,False
Chrisred83,2,2023-08-30 19:56:43+00:00,5,2023-08-30 19:57:01+00:00,2023-08-30 19:56:43+00:00,7,False
Christopher White,3,2025-05-10 00:28:20+00:00,0,,2025-05-10 00:28:20+00:00,3,False
CitizenOfAsgard,2,2022-11-16 20:05:00+00:00,8,2022-11-17 17:09:21+00:00,2022-11-16 20:05:00+00:00,10,False
CodeRxJesseJ,1,2022-10-03 19:34:18+00:00,3,2022-10-03 19:34:40+00:00,2022-10-03 19:34:18+00:00,4,False
CodingPanda,3,2024-11-05 01:27:43+00:00,2,2024-11-05 03:54:27+00:00,2024-11-05 01:27:43+00:00,5,False
Colo,0,,3,2024-01-08 20:54:56+00:00,2024-01-08 20:54:56+00:00,3,False
ConstantLynx,2,2024-09-23 06:26:53+00:00,0,,2024-09-23 06:26:53+00:00,2,False
CurryFury,3,2023-10-01 16:34:47+00:00,20,2023-10-01 17:31:36+00:00,2023-10-01 16:34:47+00:00,23,False
Cyber_sifg,2,2024-04-20 20:23:08+00:00,4,2024-04-20 21:01:27+00:00,2024-04-20 20:23:08+00:00,6,False
Czarindafreeza#069,3,2023-01-16 18:46:29+00:00,1,2023-01-23 22:41:22+00:00,2023-01-16 18:46:29+00:00,4,False
DASHER,0,,9,2024-07-30 11:44:51+00:00,2024-07-30 11:44:51+00:00,9,False
DDD,1,2023-04-03 14:13:28+00:00,1,2023-04-03 14:17:13+00:00,2023-04-03 14:13:28+00:00,2,False
DHARMESH,3,2022-12-04 06:38:03+00:00,0,,2022-12-04 06:38:03+00:00,3,False
DN Josh,3,2024-02-20 00:38:30+00:00,0,,2024-02-20 00:38:30+00:00,3,False
Dafoe,1,2023-09-09 20:46:27+00:00,0,,2023-09-09 20:46:27+00:00,1,False
Daksh Singh Rathore,2,2023-06-17 15:45:01+00:00,4,2023-06-17 16:42:20+00:00,2023-06-17 15:45:01+00:00,6,False
DamiRae,3,2023-10-08 13:45:21+00:00,4,2023-10-08 14:14:24+00:00,2023-10-08 13:45:21+00:00,7,False
Daniel,7,2023-02-04 12:38:25+00:00,43,2023-02-04 12:38:27+00:00,2023-02-04 12:38:25+00:00,50,False
Danny,3,2024-12-18 13:43:57+00:00,9,2024-12-18 13:49:22+00:00,2024-12-18 13:43:57+00:00,12,False
DannyB1611,4,2025-01-18 21:39:04+00:00,23,2025-01-18 21:39:25+00:00,2025-01-18 21:39:04+00:00,27,False
DarkKnight1882,1,2025-03-12 11:36:38+00:00,3,2025-03-13 14:06:29+00:00,2025-03-12 11:36:38+00:00,4,False
Darío Valenzuela,0,,1,2022-12-08 23:06:35+00:00,2022-12-08 23:06:35+00:00,1,False
Dasta[coding ? online : offline],2,2023-08-23 12:05:30+00:00,1,2023-08-24 07:19:01+00:00,2023-08-23 12:05:30+00:00,3,False
Datadryft,1,2023-06-04 16:13:08+00:00,0,,2023-06-04 16:13:08+00:00,1,False
Davidew3,0,,1,2024-07-13 11:38:40+00:00,2024-07-13 11:38:40+00:00,1,False
DawitGizachew,1,2023-07-05 18:38:13+00:00,4,2023-07-05 19:26:14+00:00,2023-07-05 18:38:13+00:00,5,False
Dazzle,4,2023-02-03 10:37:50+00:00,3,2023-02-03 11:23:54+00:00,2023-02-03 10:37:50+00:00,7,False
Dee,0,,6,2023-07-09 14:53:54+00:00,2023-07-09 14:53:54+00:00,6,False
Dekri,0,,6,2024-12-11 19:46:36+00:00,2024-12-11 19:46:36+00:00,6,False
Deleted User,30,2022-11-21 00:03:17+00:00,54,2022-10-12 05:06:39+00:00,2022-10-12 05:06:39+00:00,84,False
Dev,1,2024-05-11 11:24:13+00:00,0,,2024-05-11 11:24:13+00:00,1,False
Dev-Niraj,0,,1,2023-02-23 04:43:26+00:00,2023-02-23 04:43:26+00:00,1,False
Dhiras,0,,2,2023-11-22 12:02:12+00:00,2023-11-22 12:02:12+00:00,2,False
Dimanche,1,2023-09-13 13:15:55+00:00,3,2023-09-13 13:34:02+00:00,2023-09-13 13:15:55+00:00,4,False
Dionysos,3,2023-03-07 18:29:23+00:00,0,,2023-03-07 18:29:23+00:00,3,False
Divya075,0,,3,2023-07-28 10:47:05+00:00,2023-07-28 10:47:05+00:00,3,False
DoggyTrader,1,2024-01-25 16:07:19+00:00,12,2024-01-25 16:47:13+00:00,2024-01-25 16:07:19+00:00,13,False
Dorara,1,2023-04-01 14:43:38+00:00,8,2023-04-01 15:54:53+00:00,2023-04-01 14:43:38+00:00,9,False
Dotty,0,,16,2023-10-18 18:09:01+00:00,2023-10-18 18:09:01+00:00,16,False
DreamWalker,34,2024-10-13 00:44:47+00:00,244,2024-10-13 00:45:20+00:00,2024-10-13 00:44:47+00:00,278,False
Dreamonly,0,,1,2023-02-21 20:37:39+00:00,2023-02-21 20:37:39+00:00,1,False
Drew90,1,2024-03-04 15:00:39+00:00,1,2024-03-04 15:03:55+00:00,2024-03-04 15:00:39+00:00,2,False
Drujehong,4,2022-12-15 04:36:41+00:00,42,2022-12-15 04:37:19+00:00,2022-12-15 04:36:41+00:00,46,False
Dtrizzle,1,2024-12-25 06:50:43+00:00,2,2024-12-26 17:27:32+00:00,2024-12-25 06:50:43+00:00,3,False
Duck1212,1,2023-02-17 01:03:30+00:00,0,,2023-02-17 01:03:30+00:00,1,False
Ella,0,,1,2024-11-14 05:01:10+00:00,2024-11-14 05:01:10+00:00,1,False
Elmiko,5,2023-06-10 14:41:28+00:00,2,2023-05-14 08:16:13+00:00,2023-05-14 08:16:13+00:00,7,False
Emile,0,,2,2024-10-09 07:42:16+00:00,2024-10-09 07:42:16+00:00,2,False
Emma,0,,4,2024-03-04 00:58:24+00:00,2024-03-04 00:58:24+00:00,4,False
Erhan,1,2023-12-24 10:35:17+00:00,2,2023-12-24 10:44:09+00:00,2023-12-24 10:35:17+00:00,3,False
Eric-NL,2,2024-01-12 14:42:10+00:00,2,2024-01-12 15:40:11+00:00,2024-01-12 14:42:10+00:00,4,False
Esau erecto,0,,1,2025-05-23 17:21:09+00:00,2025-05-23 17:21:09+00:00,1,False
Ethan Marnewick,0,,1,2023-01-29 09:29:43+00:00,2023-01-29 09:29:43+00:00,1,False
FLUBBERJUICE,1,2024-06-06 01:19:06+00:00,2,2024-06-06 01:20:38+00:00,2024-06-06 01:19:06+00:00,3,False
FPS_Scott,2,2022-09-17 21:15:17+00:00,16,2022-09-17 21:23:29+00:00,2022-09-17 21:15:17+00:00,18,False
Filmmaker | Coder | Investor,0,,8,2023-01-28 12:43:08+00:00,2023-01-28 12:43:08+00:00,8,False
FiredragonPlayz,1,2025-03-31 07:29:38+00:00,7,2025-03-31 09:16:41+00:00,2025-03-31 07:29:38+00:00,8,False
ForzaFERR▲RI,3,2023-04-30 04:34:47+00:00,12,2023-04-30 04:35:44+00:00,2023-04-30 04:34:47+00:00,15,False
Frosttbyte,2,2024-07-31 19:41:44+00:00,0,,2024-07-31 19:41:44+00:00,2,False
GOLFBALLLL,1,2023-11-11 01:28:03+00:00,3,2023-11-11 01:47:20+00:00,2023-11-11 01:28:03+00:00,4,False
Gabriel R.,1,2025-01-08 04:47:36+00:00,4,2025-01-12 10:57:53+00:00,2025-01-08 04:47:36+00:00,5,False
Gallowtine,1,2024-05-27 08:42:24+00:00,0,,2024-05-27 08:42:24+00:00,1,False
Geeky,1,2023-03-15 19:59:52+00:00,0,,2023-03-15 19:59:52+00:00,1,False
GeorgeGFX,1,2023-07-10 08:25:36+00:00,0,,2023-07-10 08:25:36+00:00,1,False
GiggleRectum,1,2024-12-25 04:07:10+00:00,0,,2024-12-25 04:07:10+00:00,1,False
Glaucia,0,,3,2022-10-21 09:17:01+00:00,2022-10-21 09:17:01+00:00,3,False
Glidewalker,2,2023-12-04 06:51:05+00:00,0,,2023-12-04 06:51:05+00:00,2,False
Gloucoma91Flocc,2,2025-04-27 22:45:39+00:00,0,,2025-04-27 22:45:39+00:00,2,False
GreekTok,0,,6,2022-12-21 05:33:32+00:00,2022-12-21 05:33:32+00:00,6,False
Gudako,2,2023-08-28 14:44:02+00:00,25,2023-08-28 14:58:09+00:00,2023-08-28 14:44:02+00:00,27,False
Guga Cavalieri,0,,17,2024-07-10 15:50:54+00:00,2024-07-10 15:50:54+00:00,17,False
