thread_id,title,question,category
371.0,djangorestframework-simpleJWT returning the same access token,"Hello, everybody! I'm working with Django at server side and React at client side.i'm using djangorestframework for API, and djangorestframework-simpleJWT on server side.this is how i set things up in the settings.py:INSTALLED_APPS = [    ...    'rest_framework_simplejwt.token_blacklist',    ...]SIMPLE_JWT = {    ""ACCESS_TOKEN_LIFETIME"": timedelta(minutes=1),    ""REFRESH_TOKEN_LIFETIME"": timedelta(days=90),    ""ROTATE_REFRESH_TOKENS"": True,    ""BLACKLIST_AFTER_ROTATION"": True,}but access token is never rotates (i can't get new token. only after couple of minutes).but i need the new token every time. why? because i'm decoding this token to get seconds from in it. the same jwt token is means the same seconds inside, and i'm not able to calculate right in the client side. i've search the issue in the simpleJWT, but i can't find anything. there is any solution for that?",Bug Help
139.0,Step 49 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link href=""https://fonts.googleapis.com/css?family=Open+Sans:400,700,800"" rel=""stylesheet""> <link href=""./styles.css"" rel=""stylesheet""></head><body> <div class=""label""> <header> <h1 class=""bold"">Nutrition Facts</h1> <div class=""divider""></div> <p>8 servings per container</p> <p class=""bold"">Serving size <span>2/3 cup (55g)</span></p> </header> <div class=""divider large""></div> <div class=""calories-info""> <div class=""left-container""> <h2 class=""bold small-text"">Amount per serving</h2> <p>Calories</p> </div> <span>230</span> </div> <div class=""divider medium""></div> <div class=""daily-value small-text""> <p class=""bold right, no-divider"">% Daily Value *</p> <div class=""divider""></div> <p><span><span class=""bold"">Total Fat</span> 8g</span> <span class=""bold"">10%</span></p> <p class=""indent, no-divider"">Saturated Fat 1g <span class=""bold"">5%</span></p> </div> </div></body></html>Sorry, your code does not pass. Keep trying.Your p element with the text Saturated Fat 1g 5% should have no-divider added to the class attribute. Do not remove the existing classes.",Resource Request
116.0,Learn Accessibility by Building a Quiz-Step-67,"Step 67Finally, certain types of motion-based animations can cause discomfort for some users. In particular, people with vestibular disorders have sensitivity to certain motion triggers.The @media at-rule has a media feature called prefers-reduced-motion to set CSS based on the user's preferences. It can take one of the following values:reduceno-preferenceExample Code@media (feature: value) { selector { styles }}Wrap the style rule that sets scroll-behavior: smooth within a @media at-rule with the media feature prefers-reduced-motion having no-preference set as the value.Well done. You have completed the Accessibility Quiz practice project.@media (prefers-reduced-motion: no-preference) { html { scroll-behavior: smooth; }{scroll-behavior: smooth;,}}Sorry, your code does not pass. Try again.You should have one @media (prefers-reduced-motion: no-preference) rule.",General Discussion
53.0,Resume question,Hey everyone I have been making a static website with my college seniors and classmate for a foundation by the order of my department head I want to ask since I am contributing into this project can I use this to add in Cv/resume while applying for internship ? since it is a static website I want to knowThe image is just a sample of 1 I have to make similar pages for more 25 plants let me know what I should do :D,Career Advice
270.0,"Need help with ""Review algorithmic thinking by building a dice game step 3""","rollDiceBtn.addEventListener(""click"", () => {  function getRandomIntInclusive(min, max) {  const minCeiled = Math.ceil(min);  const maxFloored = Math.floor(max);  return Math.floor(Math.random() * (maxFloored - minCeiled + 1) + minCeiled); }diceValuesArr.length = 0;for (let i = 0; i < 5; i++) {diceValuesArr.push(getRandomIntInclusive(1, 6));//console.log(diceValuesArr);//listOfAllDice.push(diceValuesArr);listOfAllDice.innerText = diceValuesArr;};})I don't have any ideas ....",Code Review
781.0,Records Collection FCC,Congrats~! You are now level 1!!!,General Discussion
365.0,palindrome,"Attempting to do the palidrome project for javscript. I am stuck on the first test where it says ""When you click on the #check-btn element without entering a value into the #text-input element, an alert should appear with the text ""Please input a value"".This is my code so far:const checkButton = document.getElementById('check-btn');const textInput = document.getElementById('text-input').value;const isNull = (textInput)=>{if (textInput ===''){ return alert(""Please input a value"");}else{ isPalindrome();}.......I am getting error: ""[TypeError: Cannot read properties of undefined (reading 'trim')]""unsure where to go from here",Bug Help
600.0,Responsive Web Design,"I can't get past this lesson, am not sure where to add the third span element.",General Discussion
775.0,Hi guys I need an advice on my incoming frontend developer role,According to the company I will be having coding projects and fixing bugs in code . How do I prepare for this interview? . Thanks,Bug Help
100.0,Lear CSs Grid by Building a Magazine,"I am not sure what is going on, I think the check code is just being fickle .",Learning Question
593.0,Request for a Beginner JavaScript Project Idea,"I am reaching out to seek your assistance in brainstorming a suitable project idea for a beginner in JavaScript who is proficient in HTML, CSS, and other related technologies.I am looking for a project that can help me apply and further develop my skills in JavaScript while also incorporating my knowledge of HTML and CSS. Additionally, I am open to exploring other related technologies to expand my skill set. , making website i mean",General Discussion
505.0,Responsive Web Design,"I can't get past this lesson, am not sure where to add the third span element.",General Discussion
659.0,Hi guys I need an advice on my incoming frontend developer role,According to the company I will be having coding projects and fixing bugs in code . How do I prepare for this interview? . Thanks,Bug Help
578.0,JSON Formating Products,"I never made my own JSON, but have experience creating Dictionarys in Python and C# aswell as the Objects in Javascript (Cause I'm doing the JS course of fCC)Now for my current working place we ran into a little issue with inserting a table dynamically into our Shopify website that I believe can be fixed with a little JSON structure and few lines of code, but since I never worked with did JSON (and also are new to Shopifys internal template language) I rather ask before doing something stupid.This is the mockup JSON Object I wrote:{    ""Product 1"": {        ""nutritions"": [],        ""daily rations"": [],        ""per 100g"": []    }}Idk if that is the right way to go about this, the table that you see in the picture basically represents all the tables, cause it's well for nutritions of Products.If anyone can help that would be greatly appreciated.",Bug Help
50.0,unable to see image in background,"Hey @Alone, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",General Discussion
651.0,Can someone please explain to me what I'm missing here?,I tried changing the code a bit for 2 days but I can't quite see what I need to do. Link : https://github.com/mickeyy670/fcc-projects.git,Learning Question
199.0,Pylzma build error WinError 2,"Building wheel for pylzma (pyproject.toml) did not run successfully.  exit code: 1 > [10 lines of output] running bdist_wheel running build running build_py creating build creating build\lib.win-amd64-cpython-311 copying py7zlib.py -> build\lib.win-amd64-cpython-311 running build_ext adding support for multithreaded compression building 'pylzma' extension error: [WinError 2] Impossibile trovare il file specificato [end of output] note: This error originates from a subprocess, and is likely not a problem with pip. ERROR: Failed building wheel for pylzmaFailed to build pylzmaERROR: Could not build wheels for pylzma, which is required to install pyproject.toml-based projectsDoes anyone know how to fix it? (I'm doind the 5hr course of FreeCodeCamp to build a LLM from scratch)",Bug Help
748.0,Curious about part of this FCC Exercise (Building a Picasso Painting),"Hi guys. So, I'm pretty new to coding in general, still finding my feet. As I move through the exercises on FCC, one thing I try to watch out for is when I don't understand why a piece of code did what it did. It's correct in the exercise, and I can move on to the next step, but I don't really understand. So I try to figure it out (unless it wastes too much time). After finding this discord I figured I'd see if anyone felt like answering.So in the screenshot you can see my CSS and the preview image. The portion I'm curious about is the white-hat container and it's id selector. As you can see I've moved on to the next step, the code is correct for the exercise. After creating a solid border and editing it, the result is a white triangle near the top of the painting. What I'm puzzling over is what caused it to take the triangular shape. As I look over the code I'm not sure, and I'd like to understand. (modifi)",Code Review
121.0,Survey Form Project- Errors,I am getting errors for what I can tell is there?,Bug Help
129.0,Zooming Out in HTML CSS,"Hello, I'm currently making a website and I was looking at this web reference and I noticed that when u zoom out, the contents inside of it doesnt move and just stays in the middle. How do you do that? Thanks!",General Discussion
362.0,Component Problem,"I've been trying for more than 4 days to solve my blog problem that is made with tailwind and Astro.The problem is that a component does not perform the styles that I give it:---interface Props {    title: string;    themes: Array<String>;}const { title, themes} = Astro.props;---<section class=""flex flex-col text-white dark:text-white flex-wrap text-center mb-4"">    <span class=""text-xl mb-4 "">{title}</span>    <div class=""flex flex-row p-3 flex-wrap justify-center border-2 border-white"">        {            themes.map((theme) =>               <div class=""flex flex-col m-2 bg-black p-2 max-w-15 items-center justify-center "">                <a href={`https://www.youtube.com/@NateGentile7`} target=""_blank"">                    <img src={`/${theme}.png`} alt=""programacion"" class=""object-scale-down"" width=""100px"" height=""10rem"" loading=""lazy"" />                             </a>                <p class=""text-x font-serif mt-2 text-white dark:text-white"">{theme}</p>            </div>            )}    </div>  </section>and I call it using:---import LayoutTwo from '../../../layouts/LayoutTwo.astro';import Sections from '../../../components/Sections.astro'---<LayoutTwo title='Programacion con Paul'>    <h1 class=""mb-4 text-3xl font-bold"">    Programacin </h1>    <Sections title=""Lenguajes de Programacion"" themes= {[""java"", ""python"", ""javascript""]}  />    <Sections title=""Frameworks"" themes= {[""react"", ""angular"", ""vue""]}  />    <Sections title=""Librerias"" themes= {[""bootstrap"", ""tailwind"", ""material""]}  />    <Sections title=""Bases de Datos"" themes= {[""mysql"", ""mongodb"", ""firebase""]}  />    <footer>        <p class=""text-center text-gray-400 dark:text-gray-400 "">            &copy; 2021 Programacion con Paul. All rights reserved.         </footer></LayoutTwo>but if I give the html with styles without importing the component ie directly here I write the html of the component, it comes out all the styles. :c (modifi)",Bug Help
786.0,Need help with a project from github,Good afternoon programmers/Devs I just recently finished a project now the problem is when I uploaded the project I tested it but it didn't respond I don't know what I did wrong I have even checked the type of events.Link to the project https://militantprogrammer.github.io/Malculator/,Bug Help
201.0,JavaScript Palindrome Checker Project: What am I Doing Wrong?,"Hi all. I'm working on the palindrome checker project, and I've completed the steps for the HTML, like having an input field and a button. Now I'm working on the JavaScript, and I feel like I have something that should work, but it doesn't. The result paragraph just stays saying result no matter what I do, and my tests fail. Can someone help me figure out what I'm doing wrong? This is what I have for my JavaScript code:const textInput = document.getElementById(""text-input"");const checkBtn = document.getElementById(""check-btn"");const textInputValue = textInput.value;const result = document.getElementById(""result"");function isPalindrome(textInputValue) {    let j = textInputValue.length - 1;    for (let i = 0; i < textInputValue.length / 2; i++) {        return textInputValue[i] != textInputValue[j] ? false : true;        j--    }}checkBtn.addEventListener(""click"", (textInputValue) => {    if (isPalindrome(textInputValue)) {        result.innerText = `${textInputValue} is a palindrome`;} else if (!isPalindrome(textInputValue)) {    result.innerText = `${textInputValue} is not a palindrome`;} else if (textInputValue == """") {    alert(""Please input a value"");}});",General Discussion
206.0,Step 4 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link rel=""stylesheet"" href=""https://fonts.googleapis.com/css?family=Open+Sans:400, 700,800""></link> <link rel=""stylesheet"" href=""styles.css""></link></head><body> <h1>Nutrition Facts</h1> <p>8 servings per container</p> <p>Serving size 2/3 cup (55g)</p></body></html>Error: Your code should have two link elements.",Bug Help
76.0,"CSS-Sky Line , Blocked at Step112","totally correct code ,but meaningless test result . pls help me .",General Discussion
636.0,Content gets rendered behind the navbar.,"I was watching a video on building a responsive navbar using Html and CSS and have a doubt. Why does the content displayed behind my "" position:fixed; "" navbar instead it should be just after navbar.I haven't completed the video yet.",Learning Question
659.0,Jekyll site not displaying properly,Do you still need help with this?,General Discussion
319.0,Need help with security.,"Hey there! I am working on coding an ecommerce website for my business.Please excuse my code, it may not be the cleanest or the nicest to read. I am relatively new to the ""security"" side of php and coding, so I would like to get some opinions.I have followed a few ""best practices"" with my code.Here is my github repo for the project I am working on:https://github.com/Vipe2249/myrepository",Learning Question
649.0,Parent re-render not causing child re-render,"I have a Question component with the following code:function Question({ maxTime, handleTimeout, questionText }) {  console.log(""Rendering Question"");  // set the timeout to automatically go to the next question  // must handle case where no answer was selexted  useEffect(() => {    const timeout = setTimeout(() => {      handleTimeout();    }, maxTime);    return () => clearTimeout(timeout);  }, [handleTimeout]);  // render component  return (    <div id='question'>      <ProgressBar maxTime={maxTime} />      <h2>{questionText}</h2>    </div>  )}And the ProgressBar has the following code:function ProgressBar({maxTime}) {  const [timeLeft, setTimeLeft] = useState(maxTime);  // Set the interval for the progress bar  useEffect(() => {    const interval = setInterval( () => {      setTimeLeft(prevTime => prevTime - 10);    }, 10);    return () => {      clearInterval(interval);    }  }, []);  return <progress value={timeLeft} max={maxTime} />}export default ProgressBar;The parent component is Quiz, with the following code:function Quiz() {  const [currentQuestion, setCurrentQuestion] = useState(0);  const nextQuestion = useCallback(function nextQuestion() {    if (currentQuestion == qs.length - 1) {      // we are at the end      console.log(""presenting results"");    } else {      setCurrentQuestion(prev => prev + 1);    }  });  return (    <>      <Question maxTime={MAX_TIME} handleTimeout={nextQuestion} questionText={qs[currentQuestion].text} />    </>  )}The quiz component gets questions from the array and re-renders the new questions correctly every time the timer runs out. The question component gets re-rendered but the ProgressBar component's interval timer doesn't get reset by means of the cleanup function. I must be doing something wrong but I just can't see it. Any ideas? (modifi)",General Discussion
287.0,Scientific computing proyect Arithmetic Formater have no run command to select.,"Hi! Guys does somebody knows what I can do? I am trying to solve Aritmetic formater proyect from Scientific Computer program, but I can not configure the auto test, first 3 steps, initially when I try to select on "".reply"" window there is not a run command to select and then select done, what it says is ""configure a run command"" and I don't know what to do, if I just hit done, the program does not run the test automatically in main.py like it should be. I tried to type there as somebody said run = ""python3main.py"" but it did not work.This is the exercise and the problem is just at the beginning while importing on replyt: https://www.freecodecamp.org/learn/scientific-computing-with-python/scientific-computing-with-python-projects/arithmetic-formatter than you I am trying to learn from scratch.",Bug Help
153.0,Help Building a Technical Documentation Page,"Can anyone help me with my Nav bar on this page.I'm trying to build a Technical document in the style of this example: https://technical-documentation-page.freecodecamp.rocks/ My code so far is here - https://gist.github.com/icklemoon/c0d4476c251b42bdbf2bf2ef6fc727a7.jsInitially, I was trying to get my nav bar to sit at the side of the page and always stretch from the top to bottom left corner of the screen. To stop the text in the main body from appearing under the nav bar, I positioned these things in a grid, which seems to work.I wanted the top of the nav bar to always stay at the top of the screen and I wanted the nav bar and contents to change size relative to the page/viewport size, so I put the contents of the nav bar in a div, made it sticky and made the height 90vh. I added media queries to change the font sizes and that all seemed to work. Now the issue is that if I make the browser window too small, the nav bar is clipped. I'd like to give the nav bar a scroll bar, but if I add ""overflow-y: scroll;"" to the nav bar, it stops stretching the full page, and if I add it to the div, a scroll bar appears but doesn't work. Can anyone explain what I'm doing wrong? (modifi)",Bug Help
956.0,Programming help,I am a entry level developer i need money or i need work how i can get money or work,General Discussion
787.0,want single page effect in the page with scrollbar,"Hey, folks as you can see that in the image I'm having the scrollbar because I have the extra content fitting not in the viewportSo, is this possible that most of the content like navbar, Select A Server remain fixed and user only can see the first three card and the extra card remain hidden and when the user scrolls the first three card gets hidden slowly and the extra card appear with a fade like transitionI think I have to use and library like Framer Motion",General Discussion
247.0,What framework to learn,"I want to learn how to make a fullstack website, but I don't know what to learn. Like, should I learn django or ruby on rails or spring boot? I want to learn the most in demand framework, anyone of them that could give me even just a bit higher chance on landing a job. I'm a lightly seasoned software java developer, but I just touched local database. I want to learn how to make projects such us ecommerce website, chatting web, or any other projects that uses real time database",Learning Question
254.0,Where to go from here?,"Hello programmers, I am looking for general advice on which direction I should go in, in terms of learning a programming language. I have very little knowledge of a few languages currently, I started to learn Python, with YouTuber videos and then some fCC information. I eventually stuck with fCC for learning web development but I am getting stuck with trying to understand syntax and structure of these tutorials and not having a video/instruction on where these features and algorithms came about. I lost interest after completing HTML/CSS and some JS, so I switched to SwiftUI thinking I wanted to create iOS apps. But I believe I am falling in the same trap, so much information about these language models and me not knowing where or how to structure my own project let alone understand enough about the YT videos I am trying to follow along and re-typing myself. My question is, does anyone with programming experience have any advice as to where my focus should be heading? I can answer any questions you may have to help pinpoint. I am not in any position to make a career change at this point and no rush to learn in 6 weeks and land a job, I am simply looking to learn because I want to learn it and have fun with it and see where it could take me. I am open to listening to experiences and stories and see if it shifts anything.",Learning Question
122.0,Vitest help,"Hello, everyone! i'm still new at testing codes.I'm building a React web app.now i'm trying to test one of my component.component (AlertMessages.tsx):export const AlertMessages: React.FC = () => {  // States here  // handleClose function for Snackbar component here  // Throttling handler here  // Axios interceptor for after response to handle error / success messages  api.interceptors.response.use(    (response) => {      if (response.data?.message) {        setSeverity(true);        setMessage(response.data.message);        setSnackOpen(true);      }      return response;    },    (error) => {      if (error.response?.status === 429) {        setThrottlingOpen(true);      } else if (error.response?.data?.message) {        setSeverity(false);        setMessage(error.response.data.message);        setSnackOpen(true);      } else {        setSeverity(false);        setMessage(`Unable to fetch: ${error.message}`);        setSnackOpen(true);      }      return Promise.reject(error);    }  );  return <>    <Snackbar      open={snackOpen}      autoHideDuration={10000}      onClose={handleClose}      anchorOrigin={{ vertical: 'bottom', horizontal: 'center' }}    >      <Alert        onClose={handleClose}        severity={severity ? 'success' : 'error'}      >        {message}      </Alert>    </Snackbar>    {/* Throtling Dialog */}    <Dialog      open={throttlingOpen}      onClose={handleThrottling}      disableEscapeKeyDown    >      <DialogTitle>Thank you for trying!</DialogTitle>      <DialogContent>        <Typography>You have reached the end of the demo.</Typography>      </DialogContent>    </Dialog>  </>;};only axios interceptor is triggers this. this is how used on App.tsx:<Router>  <AlertMessages />  <Routes>    <Route element={<Navbar />}>how can i test AlertMessages.tsx component? i'm using vitest.",Bug Help
334.0,Can't figure out why my cart-overlay and cart transform arent working....,"https://484021.github.io/LoveTheBeads/Can someone inspect and let me know    showCart() {        cartOverlay.classList.add(""transparentBcg"");        cartDOM.classList.add(""showCart"");    }",General Discussion
293.0,Footer Assistance,Please I need assistance in creating the footer for the web application. I succeeded in creating the login content but don't quite know how to work with footers.https://github.com/Cleture/poketo-project-,Learning Question
291.0,Need feedback on my Survey Form project,https://codepen.io/pen?template=abgBYWB,Code Review
371.0,Should I know more than I do,"Hey guys my name is Fionn and Im literally just starting to learn coding. I was just hugely motivated and was working on the responsive web design certification and completed all stages until the actual project. I went to begin it and just nothing. I just seemed to forget everything Ive done and didnt know where to start and I gave up. I havnt touched it since then and am kicking myself for that. I know how to do things but putting it together from scratch just blanked me. Im going to try again but I want to know if I should have known atleast a few bits or is looking everything up online just what I have to do and somewhat normal?If it takes just googling absolutely everything to start then I guess thats what I have to do but maybe some advice on how to retain some more of what I do would helpful and any other advice is greatly appreciated,Thanks, Fionn",Learning Question
98.0,hello i need hepl in authjs if any senior developer want to help pls dm me thanks,i wanna make auth in next js,General Discussion
448.0,What web stack should I learn,"I don't know any popular or in demand web stack, total beginner here on full-stack dev",Learning Question
605.0,FCC or TOP,"I want to learn web development, CSS; HTML & JS, what resource is better? Some people recommended FCC, others recommend TOP, I'm confused.",Resource Request
839.0,Angular + netlifyIdentity to manage users,"Hello, I m trying to create a simple app using angular and netlify Idenity widgets to implement users.I want to keep track of the login status in my app in different components, so I created a user.service. I'm stuck with the issue that my components do not update their status on their own.There is a login button in the toolbar (its in the app.component file) on the top of the page and there are login data in the dashboard component/tab.When I manually refresh the page with some added refresh buttons, it works (on each component individually), but I cant get the service to tell the components to update, once the values change.Here is a link to the app: https://cheerful-khapse-0646d5.netlify.app/homeand here is the code on github: https://github.com/dazzle0103/netlify-angular-testHere is the link to netlify widgets docs https://github.com/netlify/netlify-identity-widget#usageIf you need to test the login, you should be able to use fake data, I disabled email-confirmations.Thanks a lot in advanced. (modifi)",Bug Help
830.0,Remove items using splice(),"const arr = [2, 4, 5, 1, 7, 5, 2, 1];// Only change code below this linelet newArray = arr.splice(1, 4);// Only change code above this lineconsole.log(arr);result: [ 2, 5, 2, 1 ]",General Discussion
492.0,Styling a Nav,"For a reason I can't divine nothing I try applies any styling to my navbar. I've tried targeting the element in different ways (element, class and id), targeting a different part (say li instead of ul) and nothing I do makes it so much as budge. I'm flabbergasted. The previous project was half about the navbar too, and for the life of me I can't figure out what's different. Below is a link to the repo that contains my current draft, in the Product Landing Page folder. https://github.com/MojoBoingo/mojos-project-portfolio/tree/master/Product%20Landing%20PageCurrently I'm trying to use flexbox to lay out the nav as a row instead of a column. (modifi)",Career Advice
223.0,Pokemon Search App,"https://codepen.io/frosttbyyte/pen/gONKOJzSo I'm working on the Pokemon Search App and I'm having issues meeting the following requirementsWhen the #search-input element contains the value Pikachu and the #search-button element is clicked, you should add an img element with the id of ""sprite"" and the src set to the Pokmon's front_default sprite to the page.,When the #search-input element contains the value 94 and the #search-button element is clicked, you should add an img element with the id of ""sprite"" and the src set to the Pokmon's front_default sprite to the page.,I'm not sure why these tests are failing with my code. The correct sprite shows up on the screen when I enter a Pokemon and click the search button. I'm also getting the following error in my console.[Error: TypeError: Cannot read properties of undefined (reading 'endsWith')][Error: TypeError: Cannot read properties of undefined (reading 'endsWith')]",Bug Help
679.0,A quick question regarding React Native.,"I want to use FlatList inside Scrollable View, but it's keep giving me waring : ""FlatList can't be used inside a Scrollable View.""",General Discussion
817.0,Freecodecamp - [JS] Record Collection Task,"Hey peeps, in need of assistance with 'Record Collection' task from the JS for beginners curriculum.I consider myself inexperienced with JS as I had a huge break from it and now I'm re-learning it, I'm not sure if my code is correct (so far) but I mostly require assistance with the last task.I know I have to use .push method (I suppose?) but no clue how to do it, please do NOT give me the exact solution, I wish to solve this myself but I need a bit of guidance on how to do it.My code so far// Setupconst recordCollection = {  2548: {    albumTitle: 'Slippery When Wet',    artist: 'Bon Jovi',    tracks: ['Let It Rock', 'You Give Love a Bad Name']  },  2468: {    albumTitle: '1999',    artist: 'Prince',    tracks: ['1999', 'Little Red Corvette']  },  1245: {    artist: 'Robert Palmer',    tracks: []  },  5439: {    albumTitle: 'ABBA Gold'  }};// Only change code below this linefunction updateRecords(records, id, prop, value) {  if (records[value] == '') {    prop.remove;  } else if (records[prop] != ['tracks'] && records[prop] != '') {    records[value] = records[prop];  } else if (records[prop] == ['tracks'] && records[value] != '') {    switch (records) {      case ""tracks"":    }  }  return records;}updateRecords(recordCollection, 5439, 'artist', 'ABBA');Could someone tell me if I have correctly done tasks #1, #2 and #3 from the Complete the function using the rules below to modify the object passed to the function. part?I wish to use switch case method on the final task #4 to check the property to the value and then add it if it doesn't exist but I'm not sure how to write it in code, thanks.",Learning Question
9.0,,"As a blind learner using a screen reader, Ive been progressing through the Scientific Computing with Python course on freeCodeCamp. While the content and explanations are great, Ive run into a major accessibility issue when trying to view the output of Python programs.In the Python curriculum, the platform runs the code in a virtual environment and shows the output in a ""console"" area below the code editor. However, this output is not accessible to my screen reader. After pressing Ctrl + Enter to run the code, I cannot find or read the result of print() statements  it simply doesnt get announced, nor can I locate it by tabbing or using navigation commands.This is very different from the JavaScript curriculum, where console.log() outputs are easy to find and read with my screen reader. The JS console is properly exposed and behaves more like a standard terminal or live region.",Bug Help
360.0,how do I make it log,"<div class=""searchbar"">                <form>                    <input class=""submit"" type=""text"">                </form>            </div>This is a input and like in the picture i wrote hello there and when i tap the enter which is in the bottom right corner of the img I want it to print the thing which is in inside the input tag (i.e hello)",General Discussion
728.0,Why does CSS do this?,"When I change margin of <div class=""Ingridienser"" the <div class=""recept-text""> follows alongon the Julrecept page. This shouldn't happen since they are not connected in anyway..this is illustrated through the white border on the site, both divs pop out from the mayor div.Im very new to coding btw so give me tricks and tips and be patient with me plz page: https://greger555.github.io/Julrecept.htmlhmtl: https://github.com/greger555/greger555.github.io/blob/main/Julrecept.htmlcss: https://github.com/greger555/greger555.github.io/blob/main/Mystyle.cssplease help",Learning Question
270.0,How to Study CSS Colors Theory.,"I'm didn't understand about color theory at ""Learn CSS Colors by Building a Set of Colored Markers"". I need tips or external reading about it.",Learning Question
469.0,popup content not showing,"I'm working on a mern project and it's already set up to use the same url (localhost:xxxx -testing now) for all the pages/popups. Now, I like to share a specific product popup on Facebook. I'm able to find the ID of the popup for the product info, but not sure how to go to that pop-up (product info) without changing the universal url structure when people click on the shared link (e.g. localhost:xxxx/products/trdhjd6533) on Facebook. Now it shows the popup when the url with the ID was clicked on Facebook, but no content in it.",Learning Question
96.0,Where to go from here?,"Hello programmers, I am looking for general advice on which direction I should go in, in terms of learning a programming language. I have very little knowledge of a few languages currently, I started to learn Python, with YouTuber videos and then some fCC information. I eventually stuck with fCC for learning web development but I am getting stuck with trying to understand syntax and structure of these tutorials and not having a video/instruction on where these features and algorithms came about. I lost interest after completing HTML/CSS and some JS, so I switched to SwiftUI thinking I wanted to create iOS apps. But I believe I am falling in the same trap, so much information about these language models and me not knowing where or how to structure my own project let alone understand enough about the YT videos I am trying to follow along and re-typing myself. My question is, does anyone with programming experience have any advice as to where my focus should be heading? I can answer any questions you may have to help pinpoint. I am not in any position to make a career change at this point and no rush to learn in 6 weeks and land a job, I am simply looking to learn because I want to learn it and have fun with it and see where it could take me. I am open to listening to experiences and stories and see if it shifts anything.",Learning Question
815.0,FCC Post question 31 on [Learn Accessibility by Building a Quiz],Hello developers. I am wanting to know why my code won't work. I did what it asks. I am still trying to google search the forums but no one really has the solved issue there. I also don't know if this is the right place to ask but I am willing to give it a try.,Bug Help
54.0,Python help,So I recently started learning pythonAnd I love how easy the basics are to understand I just wanna know if theres anyone willing to like mentor me on what I need to be proficient in the languageI just need like 10 minutes of consultation everyday maybe some tips and projects to try out to build my expertise Thankfully,General Discussion
207.0,Perspective and image rotation problem on an HTML/JS canvas,"Hi all, I have a project in html, css and javascript where I need to superimpose a logo that the user imports on a background image (a carpet) by simulating a realistic perspective. I'd like the user to be able to upload an image that contains the overlay of the carpet with their logo. The problem: the uploaded image appears tilted or rotated incorrectly, and the CSS overlay effect is not visible, as if the perspective or transformation wasn't applied correctly. (This is the component on the right in the screenshot).What I did: I place the image on the carpet using a CSS/JS transformation to give the perspective and overlay effect.Once the logo is placed on the carpet, I use html2canvas to preview (on the right in the screenshot) and export the image.Thanks in advance for your help!Website: https://tapis-website-perso.vercel.app/",Bug Help
366.0,how do i create a (detached) scrollbar alike element?,"hello everybody, i want to re create this functionality (1), but not sure how to do this completely (2) would appreciate some pointers on this, thanks and happy coding [ 1 ] source site functionality demo - https://www.awesomescreenshot.com/video/27010037?key=0c2caf701a37b03024f385dca11a66c5[ 2 ] my attempt so far -- https://www.awesomescreenshot.com/video/27010143?key=64219ba0d9a8748c6d300d67e397514csome info:it seems like source site is using two different divs to do so, as i ami could make that [detached scrollbar] move along based on ""slider buttons"" but not sure how to do that other way around!!problem currently im facing:how to move a div, without using ""draggable"" functionality, or is it possible to do so without using any ""draggable"" to ""detached scrollbar""?thanks for looking into this much appreciated",Bug Help
496.0,Why do React devs put the rendering in a div#root instead of the body directly?,like seriously why,General Discussion
449.0,Error with On-Page Table Population,Congrats~! You are now level 1!!!,Bug Help
221.0,Web-Design-Learn-HTML-Forms_Step-39,"https://www.freecodecamp.org/learn/2022/responsive-web-design/learn-html-forms-by-building-a-registration-form/step-39Step 39Link the applicable form elements and their label elements together.Use profile-picture, age, referrer, and bio as values for the respective id attributes. <fieldset> <label>Upload a profile picture: <input type=""file"" /></label> <label>Input your age (years): <input type=""number"" min=""13"" max=""120"" /></label> <label>How did you hear about us? <select> <option value="""">(select one)</option> <option value=""1"">freeCodeCamp News</option> <option value=""2"">freeCodeCamp YouTube Channel</option> <option value=""3"">freeCodeCamp Forum</option> <option value=""4"">Other</option> </select> </label> <label>Provide a bio: <textarea> <label>Upload a profile picture: <input type=""file"" id=""profile-picture""/></label> <label>Input your age (years): <input type=""number"" min=""13"" max=""120"" id=""age"" /></label> <label>How did you hear about us?</textarea> </label> </fieldset>",Resource Request
61.0,25 + 5 Clock - React 17 test help please,"Hey all, does anyone have any tips for the 25 + 5 clock project using React? I am aware of the test issues with React 18, I have already downgraded to React 17 but nearly all the timer specific tests are failing. Increment/decrement, even setting the break and session lengths seem to go above the boundaries, which they clearly do not. I am honestly at a loss. Im wondering it refactoring to a class based component is worth the effort as Ive seen some advice to do that? Otherwise does anyone have any pointers?Here is a live version on Netlify - https://transcendent-narwhal-516573.netlify.app/Here is the Github repo - https://github.com/SiAust/react-pomodoro/tree/fccTestsAll the 'Timer' tests fail apart from #8, all the 'Alarm' tests fail except #2.",Bug Help
